20,9
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	1	1	1	1	1	1	1	6	6	6	6
6	6	6	6	6	6	6	6	6	1	0	0	1	0	0	1	6	6	6	6
6	6	6	6	6	6	6	6	6	1	0	0	3	3	0	1	6	6	6	6
6	6	6	6	1	1	1	1	1	1	0	3	1	0	0	1	6	6	6	6
6	6	6	6	1	2	2	2	1	1	1	0	1	0	0	1	1	6	6	6
6	6	6	6	1	2	0	0	1	0	0	3	0	1	0	0	1	6	6	6
6	6	6	6	1	2	0	0	0	0	3	0	3	0	3	0	1	6	6	6
6	6	6	6	1	2	0	0	1	0	0	3	0	1	0	0	1	6	6	6
6	6	6	6	1	2	2	2	1	1	1	0	1	0	0	1	6	6	6	6
6	6	6	6	1	1	1	1	1	1	4	3	0	0	0	1	6	6	6	6
6	6	6	6	6	6	6	6	6	1	0	0	1	0	0	1	6	6	6	6
6	6	6	6	6	6	6	6	6	1	1	1	1	1	1	1	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
13,10
